Time - V_S	Amplitude - V_S	Time - V_L	Amplitude - V_L
0,003954	-1,26128	0,003954	0,931561
0,003956	1,79962	0,003956	3,5657
0,003958	4,16997	0,003958	4,84929
0,00396	4,94399	0,00396	4,2885
0,003962	3,82306	0,003962	2,09949
0,003964	1,24883	0,003964	-0,8899
0,003966	-1,80916	0,003966	-3,53399
0,003968	-4,2017	0,003968	-4,85395
0,00397	-5,01564	0,00397	-4,32796
0,003972	-3,94434	0,003972	-2,16734
0,003974	-1,38013	0,003974	0,812384
0,003976	1,68141	0,003976	3,48066
0,003978	4,09782	0,003978	4,83125
0,00398	4,94624	0,00398	4,34551
0,003982	3,90004	0,003982	2,20965
0,003984	1,37284	0,003984	-0,771047
0,003986	-1,68934	0,003986	-3,44993
0,003988	-4,12021	0,003988	-4,8314
0,00399	-5,03014	0,00399	-4,38079
0,003992	-4,01488	0,003992	-2,27781
0,003994	-1,50349	0,003994	0,688699
0,003996	1,56513	0,003996	3,39434
0,003998	4,02599	0,003998	4,81321
